,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Export OF QUERY RESULTS FROM EyeOnWater
23289,1,1/31/2023 9:03:38 AM,1,1/31/2023 9:03:37 AM,48.679711242997,8.9971218112933,1001555,6220688,10,png,1/31/2023 8:07:37 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,-7,,,3,17,0,0,australia,695,695,Netti,410,39,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23289.png,?,0,1,,,,36.644200990105,,,,,,,0,8.8214007399989,21,0,0,0,0,,0,36.644200990105,17,http://www.eyeonwater.org/media/eyeonwater_upload/23289.png,Netti
23288,1,1/31/2023 9:01:58 AM,1,1/31/2023 9:01:56 AM,48.679707998998,8.997136411413,1001556,6220688,10,png,1/31/2023 8:05:54 AM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,0,,,14,17,0,0,eowcolor,695,695,Netti,410,39,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23288.png,?,0,1,,,,36.810936047702,,,,,,,0,12.40734408056,21,0,0,0,0,,0,36.810936047702,17,http://www.eyeonwater.org/media/eyeonwater_upload/23288.png,Netti
23163,1,1/24/2023 9:48:22 PM,1,1/24/2023 3:11:48 PM,47.5120749,9.7531963,1085720,6026061,0,png,1/24/2023 2:15:04 PM,Android,SM-A515F,1fd019c967dc9509,-3,,1,6,2,0,12,eowcolor,0,,,,,,100,6,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23163.png,?,0,1,,,222.76055683366,208.30850827684,,,,,,222.15619532312,2,211.81521592848,3,0,0,0,0,222.76055683366,2,208.30850827684,4,http://www.eyeonwater.org/media/eyeonwater_upload/23163.png,
23100,1,1/22/2023 6:00:08 PM,1,1/22/2023 6:00:04 PM,47.5060882,9.7470569,1085037,6025075,0,png,1/22/2023 4:12:30 PM,Android,SM-A515F,1fd019c967dc9509,2,,1,6,1,0,10,eowcolor,0,,,,,,100,6,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23100.png,?,0,1,,,,276.95035288724,,,,,,,0,266.57609746683,1,0,0,0,0,,0,276.95035288724,1,http://www.eyeonwater.org/media/eyeonwater_upload/23100.png,
23052,1,1/21/2023 11:47:47 AM,1,1/21/2023 11:47:45 AM,47.5063065,9.7470177,1085033,6025111,0,png,1/21/2023 10:51:27 AM,Android,SM-A515F,1fd019c967dc9509,0,,1,6,6,0,30,eowcolor,0,,,,,,100,5,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/23052.png,?,0,1,,,,151.01398816479,,,,,,,0,163.2377336125,5,0,0,0,0,,0,151.01398816479,6,http://www.eyeonwater.org/media/eyeonwater_upload/23052.png,
22665,1,1/8/2023 4:37:02 PM,1,1/8/2023 4:37:01 PM,48.8399803,9.2140894,1025707,6247752,0,png,1/8/2023 3:40:40 PM,Android,M2101K9G,1f6068d890b4da5d,6,,1,8,19,0,2.27,australia,0,,,,,,25,0,7.5,0,0,https://eyeonwater.org/media/eyeonwater_upload/22665.png,?,0,1,,,,28.943567999536,,,,,,,0,261.52980374373,1,0,0,0,0,,0,28.943567999536,19,http://www.eyeonwater.org/media/eyeonwater_upload/22665.png,
22637,1,1/6/2023 3:41:44 PM,1,1/6/2023 3:41:42 PM,47.726014706772,8.9923604518913,1001024,6061393,0,png,1/6/2023 2:45:19 PM,iOS,"iPhone13,2",9606EC11-3486-4557-B424-61515DDE85AC,6,,1,15,17,0,0,eowcolor,0,,,,,,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/22637.png,?,0,1,,,,36.007216677088,,,,,,,0,26.381860827451,19,0,0,0,0,,0,36.007216677088,17,http://www.eyeonwater.org/media/eyeonwater_upload/22637.png,
22581,1,12/24/2022 10:17:48 AM,1,12/24/2022 10:17:44 AM,49.3951441,8.7978475,979371,6342176,0,png,12/24/2022 9:21:01 AM,Android,SM-G960F,a5077aee3a6f36c6,0,,,17,20,0,0,eowcolor,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/22581.png,?,0,1,,,,23.289006803714,,,,,,,0,331.56009578567,1,0,0,0,0,,0,23.289006803714,20,http://www.eyeonwater.org/media/eyeonwater_upload/22581.png,
22448,1,12/20/2022 10:48:33 AM,1,12/2/2022 11:31:31 AM,48.7724588,9.1649785,1020240,6236340,10,png,12/2/2022 10:34:57 AM,Android,motorola edge 20,174e52765fc8ab1d,-3,1,1,16,17,0,0.54,australia,1016,1016,Schloss2,80,3,1,100,0,6,0,0,https://eyeonwater.org/media/eyeonwater_upload/22448.png,?,0,1,,,,35.407256841248,,,,,,,0,5.5637227200126,21,0,0,0,0,,0,35.407256841248,17,http://www.eyeonwater.org/media/eyeonwater_upload/22448.png,Schloss2
22411,1,12/20/2022 10:53:41 AM,1,11/25/2022 2:25:24 PM,48.831487214261,9.2123474546662,1025513,6246316,10,png,11/25/2022 1:28:38 PM,Android,EML-L29,62d67f2119b9ce3b,1,,,4,21,0,0,eowcolor,720,720,mertcan,260,21,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/22411.png,?,0,1,,,,17.231331550786,,,,,,,0,324.87031374419,1,0,0,0,0,,0,17.231331550786,21,http://www.eyeonwater.org/media/eyeonwater_upload/22411.png,mertcan
22267,1,12/20/2022 10:56:52 AM,1,11/2/2022 1:23:56 PM,48.9125115,9.2171232,1026045,6260029,10,png,11/2/2022 12:26:51 PM,Android,Pixel 3a,778ba90dd5718e7f,3,,,4,1,0,1.25,australia,254,254,reiner,310,26,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/22267.png,?,0,1,,,,231.37296788341,,,,,,,0,233.57869719819,1,0,0,0,0,,0,231.37296788341,1,http://www.eyeonwater.org/media/eyeonwater_upload/22267.png,reiner
22266,1,12/20/2022 10:56:52 AM,1,11/2/2022 1:23:34 PM,48.9116993,9.217375,1026073,6259891,10,png,11/2/2022 12:26:21 PM,Android,SM-G991B,4c6e7ed3819a0f3b,0,,,15,15,0,1.23,australia,794,794,fauserja,250,20,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/22266.png,?,0,1,,,47.403203529075,47.859316720813,,,,,,41.421247457132,16,42.086322705738,16,0,0,0,0,47.403203529075,15,47.859316720813,15,http://www.eyeonwater.org/media/eyeonwater_upload/22266.png,fauserja
22256,1,12/1/2022 2:40:20 AM,1,10/29/2022 5:27:58 PM,48.9125115,9.2171174,1026044,6260029,0,png,10/29/2022 3:30:43 PM,Android,M2101K9G,1f6068d890b4da5d,1,,,7,,0,0.94,australia,0,,,,,,75,0,7.25,0,0,https://eyeonwater.org/media/eyeonwater_upload/22256.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/22256.png,
22255,1,12/1/2022 2:40:20 AM,1,10/29/2022 5:26:10 PM,48.9124812,9.217006,1026032,6260024,10,png,10/29/2022 3:29:02 PM,Android,Pixel 3a,778ba90dd5718e7f,1,,,6,,0,0.94,australia,254,254,reiner,310,26,3,25,0,7.25,0,0,https://eyeonwater.org/media/eyeonwater_upload/22255.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/22255.png,reiner
22200,1,12/1/2022 2:40:20 AM,1,10/23/2022 4:36:06 PM,48.9124787,9.217158,1026049,6260023,10,png,10/23/2022 2:38:46 PM,Android,Pixel 3a,778ba90dd5718e7f,0,,,8,,0,0.91,australia,254,254,reiner,310,26,3,100,0,7.3,0,0,https://eyeonwater.org/media/eyeonwater_upload/22200.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/22200.png,reiner
22045,1,12/1/2022 2:40:20 AM,1,10/12/2022 6:03:06 PM,48.7172512,9.0789004,1010658,6227020,10,png,10/12/2022 4:06:08 PM,Android,SM-G970F,e183bce8d3e00fed,0,,1,16,,0,0,eowcolor,773,773,komalchhaya,140,9,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/22045.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/22045.png,komalchhaya
22031,1,12/1/2022 2:40:20 AM,1,10/11/2022 11:03:15 AM,48.780154158167,9.1834991461281,1022302,6237640,0,png,10/11/2022 9:06:15 AM,iOS,"iPhone13,2",9606EC11-3486-4557-B424-61515DDE85AC,3,,1,15,,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/22031.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/22031.png,
21851,1,11/1/2022 6:00:06 PM,1,9/30/2022 1:47:01 PM,49.378592393979,8.4803669409279,944030,6339346,0,png,9/30/2022 11:49:43 AM,iOS,"iPhone11,2",D6D44718-43BE-4130-A5D3-09662104F209,-1,,1,2,,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21851.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/21851.png,
21787,1,9/25/2022 6:55:48 PM,1,9/25/2022 6:55:39 PM,48.9122907,9.2172279,1026057,6259992,0,png,9/25/2022 4:58:14 PM,Android,M2101K9G,1f6068d890b4da5d,-1,,,5,8,0,0,australia,0,,,,,,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21787.png,?,0,1,,,,107.53315836678,,,,,,,0,247.78769787892,1,0,0,0,0,,0,107.53315836678,8,http://www.eyeonwater.org/media/eyeonwater_upload/21787.png,
21786,1,9/25/2022 6:54:10 PM,1,9/25/2022 6:54:01 PM,48.9111208,9.2163804,1025962,6259793,10,png,9/25/2022 4:56:36 PM,Android,Pixel 3a,778ba90dd5718e7f,0,,,7,4,0,0,australia,254,254,reiner,310,26,3,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21786.png,?,0,1,,,,200.39174639964,,,,,,,0,231.1851766292,1,0,0,0,0,,0,200.39174639964,4,http://www.eyeonwater.org/media/eyeonwater_upload/21786.png,reiner
21675,1,9/19/2022 2:25:06 PM,1,9/19/2022 2:24:55 PM,48.9119403,9.2176693,1026106,6259932,10,png,9/19/2022 12:26:11 PM,Android,SM-G975F,90ad3e6871bfd118,4,,,16,16,0,0,australia,946,946,Sonja ,60,1,1,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21675.png,?,0,1,,,44.394724930724,44.176715111968,,,,,,41.840077448282,16,38.176058409517,17,0,0,0,0,44.394724930724,16,44.176715111968,16,http://www.eyeonwater.org/media/eyeonwater_upload/21675.png,Sonja 
21673,1,9/19/2022 2:25:15 PM,1,9/19/2022 2:23:55 PM,48.911022548609,9.2165691498753,1025983,6259777,0,png,9/19/2022 12:26:08 PM,iOS,"iPhone13,1",F9FB6010-2612-49A1-A0E0-4797B6A2C158,4,,,17,14,0,0,eowcolor,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21673.png,?,0,1,,,53.754375711594,53.507735265076,,,,,,48.27098671237,15,46.693613192705,15,0,0,0,0,53.754375711594,14,53.507735265076,14,http://www.eyeonwater.org/media/eyeonwater_upload/21673.png,
21672,1,9/19/2022 2:24:04 PM,1,9/19/2022 2:23:46 PM,48.911853490171,9.2166971627267,1025998,6259917,0,png,9/19/2022 12:26:07 PM,iOS,"iPhone12,8",BFC3500E-5C0B-49CC-9987-2A60858FB3FF,5,1,,17,6,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21672.png,?,0,1,,,,137.59749146692,,,,,,,0,202.89870260319,4,0,0,0,0,,0,137.59749146692,6,http://www.eyeonwater.org/media/eyeonwater_upload/21672.png,
21671,1,9/19/2022 2:24:17 PM,1,9/19/2022 2:23:38 PM,48.911928375739,9.2171733253082,1026051,6259930,0,png,9/19/2022 12:26:04 PM,iOS,"iPhone10,4",8798B139-0D68-4966-B48B-EC8047842F93,1,,,17,15,0,0,eowcolor,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21671.png,?,0,1,,,47.963341885615,50.73428690915,,,,,,43.751945593289,16,47.099307364517,15,0,0,0,0,47.963341885615,15,50.73428690915,14,http://www.eyeonwater.org/media/eyeonwater_upload/21671.png,
21670,1,9/19/2022 2:23:25 PM,1,9/19/2022 2:23:15 PM,48.910715597051,9.2165265388425,1025979,6259725,0,png,9/19/2022 12:25:41 PM,iOS,"iPhone12,8",E8D13ECF-6807-4B3D-821C-2D0D2BE656E3,7,1,,10,15,0,0,eowcolor,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21670.png,?,0,1,,,49.428116232368,51.772247661187,,,,,,44.913340267952,16,47.558967267621,15,0,0,0,0,49.428116232368,15,51.772247661187,14,http://www.eyeonwater.org/media/eyeonwater_upload/21670.png,
21669,1,9/19/2022 2:22:43 PM,1,9/19/2022 2:22:33 PM,48.911309325789,9.2165661584801,1025983,6259825,10,png,9/19/2022 12:24:59 PM,iOS,"iPhone12,8",3F3805CD-3CD9-4E4D-9209-F177A5C9E61B,1,,,6,15,0,0,australia,954,954,Flo81,60,1,1,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21669.png,?,0,1,,,48.056166759714,49.739224032683,,,,,,41.316830676102,16,43.494761848713,16,0,0,0,0,48.056166759714,15,49.739224032683,15,http://www.eyeonwater.org/media/eyeonwater_upload/21669.png,Flo81
21668,1,9/19/2022 2:22:10 PM,1,9/19/2022 2:22:00 PM,48.911302389684,9.2165613697393,1025982,6259824,0,png,9/19/2022 12:24:26 PM,iOS,"iPhone12,8",BFC3500E-5C0B-49CC-9987-2A60858FB3FF,1,,,16,16,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21668.png,?,0,1,,,43.094906932315,140.62687139271,,,,,,,0,248.79281938321,1,0,0,0,0,43.094906932315,16,140.62687139271,6,http://www.eyeonwater.org/media/eyeonwater_upload/21668.png,
21664,1,9/19/2022 12:00:39 PM,1,9/19/2022 12:00:26 PM,48.9124827,9.2171604,1026049,6260024,10,png,9/19/2022 10:02:52 AM,Android,SM-A525F,53cfb3c0bac37ed2,1,,,5,1,0,0,eowcolor,952,952,J̦rg,70,2,1,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21664.png,?,0,1,,,,270.34320995423,,,,,,,0,276.03071392038,1,0,0,0,0,,0,270.34320995423,1,http://www.eyeonwater.org/media/eyeonwater_upload/21664.png,J̦rg
21663,1,9/19/2022 12:00:49 PM,1,9/19/2022 11:59:29 AM,48.911001007352,9.2166010514303,1025987,6259773,0,png,9/19/2022 10:01:55 AM,iOS,"iPhone12,8",F3CF32D9-A9FA-48EA-A44F-80527F1EC7FC,3,,,7,20,0,0,australia,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21663.png,?,0,1,,,,23.752045749919,,,,,,,0,251.09440214672,1,0,0,0,0,,0,23.752045749919,20,http://www.eyeonwater.org/media/eyeonwater_upload/21663.png,
21662,1,9/19/2022 11:59:39 AM,1,9/19/2022 11:59:18 AM,48.912458,9.2171023,1026043,6260020,10,png,9/19/2022 10:01:43 AM,Android,SM-A525F,53cfb3c0bac37ed2,0,,,6,1,0,0,eowcolor,952,952,J̦rg,70,2,1,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21662.png,?,0,1,,,,350.98760940458,,,,,,,0,283.89619373771,1,0,0,0,0,,0,350.98760940458,1,http://www.eyeonwater.org/media/eyeonwater_upload/21662.png,J̦rg
21661,1,9/19/2022 11:59:51 AM,1,9/19/2022 11:59:08 AM,48.910613297896,9.2177851127393,1026119,6259707,0,png,9/19/2022 10:01:34 AM,iOS,"iPhone12,8",F80FF23A-7967-47C8-90D7-DB540E9B997C,1,,,5,5,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21661.png,?,0,1,,,,181.53750615893,,,,,,,0,316.56418851634,1,0,0,0,0,,0,181.53750615893,5,http://www.eyeonwater.org/media/eyeonwater_upload/21661.png,
21659,1,9/19/2022 12:00:00 PM,1,9/19/2022 11:58:18 AM,48.911066418311,9.2165470372506,1025981,6259784,10,png,9/19/2022 10:00:44 AM,iOS,"iPhone12,8",1F6C32E9-CF36-463D-92EF-16B3189C37B2,2,,,17,19,0,0,eowcolor,950,950,Mark70599,60,1,1,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21659.png,?,0,1,,,,29.378215296092,,,,,,,0,174.03357495048,5,0,0,0,0,,0,29.378215296092,19,http://www.eyeonwater.org/media/eyeonwater_upload/21659.png,Mark70599
21658,1,9/19/2022 11:58:27 AM,1,9/19/2022 11:58:08 AM,48.9121384,9.2171934,1026053,6259966,10,png,9/19/2022 10:00:27 AM,Android,Pixel 3a,778ba90dd5718e7f,0,,,9,20,0,0,australia,254,254,reiner,310,26,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21658.png,?,0,1,,,,25.971615536311,,,,,,,0,340.40907608951,1,0,0,0,0,,0,25.971615536311,20,http://www.eyeonwater.org/media/eyeonwater_upload/21658.png,reiner
21657,1,9/19/2022 11:58:40 AM,1,9/19/2022 11:57:57 AM,48.912102966845,9.21686768623,1026017,6259960,0,png,9/19/2022 10:00:23 AM,iOS,"iPhone12,8",F80FF23A-7967-47C8-90D7-DB540E9B997C,0,,,7,20,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21657.png,?,0,1,,,,25.744451462219,,,,,,,0,169.29686434219,5,0,0,0,0,,0,25.744451462219,20,http://www.eyeonwater.org/media/eyeonwater_upload/21657.png,
21656,1,9/19/2022 11:56:55 AM,1,9/19/2022 11:56:44 AM,48.911214601035,9.2164147790979,1025966,6259809,0,png,9/19/2022 9:59:09 AM,iOS,"iPhone12,8",F3CF32D9-A9FA-48EA-A44F-80527F1EC7FC,2,,,7,5,0,0,australia,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21656.png,?,0,1,,,,173.1394205813,,,,,,,0,300.91549871321,1,0,0,0,0,,0,173.1394205813,5,http://www.eyeonwater.org/media/eyeonwater_upload/21656.png,
21655,1,9/19/2022 11:31:12 AM,1,9/19/2022 11:31:01 AM,48.9123755,9.2171863,1026052,6260006,10,png,9/19/2022 9:33:27 AM,Android,Pixel 3a,778ba90dd5718e7f,1,1,1,9,21,0,1.04,australia,254,254,reiner,310,26,3,100,0,7,0,0,https://eyeonwater.org/media/eyeonwater_upload/21655.png,?,0,1,,,,19.384130417906,,,,,,,0,329.06338125018,1,0,0,0,0,,0,19.384130417906,21,http://www.eyeonwater.org/media/eyeonwater_upload/21655.png,reiner
21651,1,9/19/2022 11:21:32 AM,1,9/19/2022 11:21:09 AM,48.912020149888,9.2171526652787,1026048,6259946,0,png,9/19/2022 9:23:11 AM,iOS,"iPhone9,3",709F27D0-926E-4525-96FD-46909D599EB5,3,,,6,5,0,0,eowcolor,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21651.png,?,0,1,,,,178.24116940907,,,,,,,0,320.0930369449,1,0,0,0,0,,0,178.24116940907,5,http://www.eyeonwater.org/media/eyeonwater_upload/21651.png,
21647,1,9/19/2022 11:21:42 AM,1,9/19/2022 11:20:54 AM,48.911836242852,9.2166929247483,1025997,6259915,0,png,9/19/2022 9:22:55 AM,iOS,"iPhone12,8",E7A11C86-7A75-4A51-9205-23B0437272A7,9,,,16,18,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21647.png,?,0,1,,,,30.446977689797,,,,,,,0,165.50682635602,5,0,0,0,0,,0,30.446977689797,18,http://www.eyeonwater.org/media/eyeonwater_upload/21647.png,
21639,1,9/19/2022 11:21:52 AM,1,9/19/2022 11:20:38 AM,48.9120314964,9.2171060533195,1026043,6259948,0,png,9/19/2022 9:21:18 AM,iOS,"iPhone12,8",E7A11C86-7A75-4A51-9205-23B0437272A7,2,,,6,19,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21639.png,?,0,1,,,,29.314067960672,,,,,,,0,255.3808218003,1,0,0,0,0,,0,29.314067960672,19,http://www.eyeonwater.org/media/eyeonwater_upload/21639.png,
21638,1,9/19/2022 11:22:02 AM,1,9/19/2022 11:20:28 AM,48.911041114525,9.2165383882906,1025980,6259780,0,png,9/19/2022 9:20:30 AM,iOS,"iPhone13,4",3AAFFD00-FE83-4FDD-90FB-77A3B0D1B79E,0,,,7,16,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21638.png,?,0,1,,,,42.070764237216,,,,,,,0,26.524044506674,19,0,0,0,0,,0,42.070764237216,16,http://www.eyeonwater.org/media/eyeonwater_upload/21638.png,
21637,1,9/19/2022 11:19:52 AM,1,9/19/2022 11:19:40 AM,48.9124648,9.2171977,1026053,6260021,10,png,9/19/2022 9:21:59 AM,Android,Pixel 3a,778ba90dd5718e7f,0,,,9,21,0,0,australia,254,254,reiner,310,26,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21637.png,?,0,1,,,,18.315533876579,,,,,,,0,338.87087535384,1,0,0,0,0,,0,18.315533876579,21,http://www.eyeonwater.org/media/eyeonwater_upload/21637.png,reiner
21636,1,9/19/2022 11:20:00 AM,1,9/19/2022 11:19:32 AM,48.911802950738,9.2171248425897,1026045,6259909,0,png,9/19/2022 9:21:57 AM,iOS,"iPhone12,8",7209390F-C970-460B-8480-2B3701480506,4,,,14,17,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21636.png,?,0,1,,,,35.431983105951,,,,,,,0,96.621127287619,8,0,0,0,0,,0,35.431983105951,17,http://www.eyeonwater.org/media/eyeonwater_upload/21636.png,
21634,1,9/19/2022 11:18:51 AM,1,9/19/2022 11:18:40 AM,48.911841634448,9.217342790914,1026069,6259915,0,png,9/19/2022 9:21:06 AM,iOS,"iPhone9,3",709F27D0-926E-4525-96FD-46909D599EB5,5,,,5,20,0,0,eowcolor,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21634.png,?,0,1,,,,24.767854502155,,,,,,,0,252.72358146487,1,0,0,0,0,,0,24.767854502155,20,http://www.eyeonwater.org/media/eyeonwater_upload/21634.png,
21632,1,9/19/2022 11:18:02 AM,1,9/19/2022 11:17:50 AM,48.912159632892,9.2168072736636,1026010,6259969,0,png,9/19/2022 9:20:12 AM,iOS,"iPhone9,3",709F27D0-926E-4525-96FD-46909D599EB5,6,,,2,19,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21632.png,?,0,1,,,,26.881629064619,,,,,,,0,169.69550906541,5,0,0,0,0,,0,26.881629064619,19,http://www.eyeonwater.org/media/eyeonwater_upload/21632.png,
21631,1,9/19/2022 11:18:12 AM,1,9/19/2022 11:17:40 AM,48.911841987781,9.2167027338252,1025998,6259916,0,png,9/19/2022 9:20:06 AM,iOS,"iPhone12,8",E7A11C86-7A75-4A51-9205-23B0437272A7,3,,,2,17,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21631.png,?,0,1,,,,37.648252060588,,,,,,,0,20.235179514106,21,0,0,0,0,,0,37.648252060588,17,http://www.eyeonwater.org/media/eyeonwater_upload/21631.png,
21581,1,9/13/2022 7:37:55 PM,1,9/13/2022 7:37:45 PM,48.8325862,9.2168856,1026019,6246502,0,png,9/13/2022 5:38:23 PM,Android,SM-G980F,3c9375856fd8e351,1,,,15,10,0,0.28,australia,0,,,,,,75,0,6.5,0,0,https://eyeonwater.org/media/eyeonwater_upload/21581.png,?,0,1,,,,77.065173606201,,,,,,,0,147.35004468883,6,0,0,0,0,,0,77.065173606201,10,http://www.eyeonwater.org/media/eyeonwater_upload/21581.png,
21579,1,9/13/2022 7:29:35 PM,1,9/13/2022 7:29:16 PM,48.7916053,9.1859812,1022578,6239574,10,png,6/25/2022 10:43:31 AM,Android,SM-G991B,4c6e7ed3819a0f3b,0,,,15,11,0,0.25,australia,794,794,fauserja,250,20,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21579.png,?,0,1,,,68.890702073549,69.937648096736,,,,,,67.285170907951,12,68.374113743931,11,0,0,0,0,68.890702073549,11,69.937648096736,11,http://www.eyeonwater.org/media/eyeonwater_upload/21579.png,fauserja
21578,1,9/13/2022 7:29:44 PM,1,9/13/2022 7:29:08 PM,48.8321207,9.2168671,1026016,6246423,10,png,9/13/2022 5:31:57 PM,Android,SM-G991B,4c6e7ed3819a0f3b,1,,,16,11,0,0.28,australia,794,794,fauserja,250,20,3,75,0,6.5,0,0,https://eyeonwater.org/media/eyeonwater_upload/21578.png,?,0,1,,,69.815494520435,75.510383965763,,,,,,,0,72.126205145965,11,0,0,0,0,69.815494520435,11,75.510383965763,10,http://www.eyeonwater.org/media/eyeonwater_upload/21578.png,fauserja
21575,1,9/13/2022 7:11:25 PM,1,9/13/2022 7:11:10 PM,48.8319586,9.216864,1026016,6246396,10,png,9/13/2022 5:14:04 PM,Android,SM-G970F,e183bce8d3e00fed,1,,,14,11,0,0,eowcolor,773,773,komalchhaya,140,9,2,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21575.png,?,0,1,,,73.433378637681,76.500556173246,,,,,,70.994606816477,11,74.823521643016,10,0,0,0,0,73.433378637681,11,76.500556173246,10,http://www.eyeonwater.org/media/eyeonwater_upload/21575.png,komalchhaya
21574,1,9/13/2022 7:11:33 PM,1,9/13/2022 7:11:02 PM,48.833573595666,9.2125260550615,1025533,6246669,10,png,9/13/2022 5:14:00 PM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,1,,,14,12,0,0,australia,695,695,Netti,410,39,3,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21574.png,?,0,1,,,67.867114370188,68.024907586679,,,,,,64.341421933883,12,64.431752635214,12,0,0,0,0,67.867114370188,12,68.024907586679,11,http://www.eyeonwater.org/media/eyeonwater_upload/21574.png,Netti
21573,1,9/13/2022 7:11:42 PM,1,9/13/2022 7:10:53 PM,48.8330613,9.217082,1026040,6246582,0,png,9/13/2022 5:13:50 PM,Android,SM-G980F,3c9375856fd8e351,3,,,9,11,0,0,australia,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21573.png,?,0,1,,,69.383113758549,72.395676198529,,,,,,66.58268973431,12,68.95445736538,11,0,0,0,0,69.383113758549,11,72.395676198529,11,http://www.eyeonwater.org/media/eyeonwater_upload/21573.png,
21572,1,9/13/2022 7:08:59 PM,1,9/13/2022 7:08:49 PM,48.8321132,9.2167286,1026001,6246422,0,png,9/13/2022 5:11:48 PM,Android,SM-G780G,37f9ec393dd8cec3,2,,,17,10,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21572.png,?,0,1,,,,75.402427536102,,,,,,,0,73.304352908745,11,0,0,0,0,,0,75.402427536102,10,http://www.eyeonwater.org/media/eyeonwater_upload/21572.png,
